ID	ROOT	ROOT_NTWS	ROOT_1	LEMMA	LEMMA_SEARCH	FORM	LEMMA_BW	FORM_BW	CAPHI++	ANALYSIS	GLOSS	GLOSS_MSA	EXAMPLE_USAGE	NOTES	SOURCE	ANNOTATOR
111	ء.خ.ر		ء	أَخِير	أخير	أَخِير	>axiyr	>axiyr	2 a kh ii r	ADJ_NUM	last	أخِير	الكرسي الأخِير فاضي اذا بتحب تقعد فيه			شهد دعباس
112	ء.خ.ر		ء	آخِر	آخر	آخِر	|xir	|xir	2 aa kh i r	ADJ:MS	last	آخِر	آخِر واحد هو حمار			شهد دعباس
113	ء.خ.ر		ء	مُؤَخَّر	مؤخر	مُؤَخَّر	mu&ax~ar	mu&ax~ar	m u 2 a kh kh a r	ADJ:MS	delayed	مؤجَّل	الموضوع مؤَخَّر شوي عشان عم نرتب شوية أمور			شهد دعباس
114	ء.خ.ر		ء	آخِر	آخر	أَوَاخِر	|xir	>awaAxir	2 a w aa kh i r	ADJ:P	last_[auto]		اجوا عنا بأَواخِر الشتوية			شهد دعباس
115	ء.خ.ر		ء	أُخْرَى	أخرى	أُخْرَى	>uxoraY	>uxoraY	2 u kh r a	ADV	also;as_well					شهد دعباس
116	ء.خ.ر		ء	أُخْرَى	أخرى	أُخْرَى كَمان	>uxoraY	>uxoraY kamAn	2 u kh r a # k a m aa n	ADV:PHRASE	also;as_well		بِدَّك أُخْرَى كَمان أحطِّلك؟			شهد دعباس
117	ء.خ.ر		ء	أُخْرَى	أخرى	أُخْرَيَّات	>uxoraY	>uxoray~aAt	2 u kh r a y y aa t	ADV:PHRASE	also;as_well					شهد دعباس
118	ء.خ.ر		ء	مْؤَخِّر	مؤخر	مْؤَخِّر	mo&ax~ir	mo&ax~ir	m 2 a kh kh i r	NOUN_ACT:MS	delaying		زين الدين مؤَخِّر موضوع الخلفة شوي عبين مايلاقي شغل. الله يفرجها عليه			شهد دعباس
119	ء.خ.ر		ء	آخْرِة	آخرة	آخْرِة	|xorip	|xorip	2 aa kh r e	NOUN:FS	The_Day_of_the_Judgment	يوم القيامة	بديش شي من هالدنيا. بدي أعمل لآخرتي			شهد دعباس
120	ء.خ.ر		ء	آخْرِة	آخرة	آخْرِة	|xorip	|xorip	2 aa kh r e	NOUN:FS	dessert	التحلية	بعد الغدا بدنا نوكل الآخرة			كرمل سرابطة
121	ء.خ.ر		ء	تَأْخِير	تأخير	تَأْخِير	ta>oxiyr	ta>oxiyr	t a 2 kh ii r	NOUN:MS	delay		هذا التَّأخِير مش بصالحنا			شهد دعباس
122	ء.خ.ر		ء	آخُور	آخور	آخُور	|xuwr	|xuwr	2 aa kh uu r	NOUN:MS	stable_(horses)	اصطبل	نظَّف جهاد الآخور ولا بده عزومة يشرِّف ينظفه			شهد دعباس
123	ء.خ.ر		ء	مُؤَخَّر	مؤخر	مُؤَخَّر	mu&ax~ar	mu&ax~ar	m u 2 a kh kh a r	NOUN:MS	the_obligation,_in_the_form_of_money_or_possessions_paid_by_the_groom,_to_the_bride_at_the_time_of_Islamic_divorce		مش قابل هو يطلقها. مستنيها هي تطلب الخلع عشان كاتبة عليه مؤَخَّر كبير فوق ال20 ألف دينار			شهد دعباس
124	ء.خ.ر		ء	آخُور	آخور	آوَاخِير	|xuwr	|waAxiyr	2 a w aa kh ii r	NOUN:P	stable_(horses)_[auto]					شهد دعباس
125	ء.خ.ر		ء	آخِر	آخر	آخِر العَنْقُود	|xir	|xir AlEanoquwd	2 aa kh i r # 2 i l 3 a n Q uu d	ADJ:PHRASE	the_youngest_child	اصغر الاطفال سناً	يعني جميلة عنده هي آخر العنقود؟		الضفة الغربية	عمر سعدي
126	ء.خ.ر		ء	آخِر	آخر	آخِر الدِّنْيَا	|xir	|xir Ald~inoyaA	2 aa kh i r # 2 i d d i n y a	ADJ:PHRASE	very_far	بعيد جداً	بيت فجّار هاي آخِر الدنيا شو بوصِّللنا اياها			شهد دعباس
127	ء.خ.ر		ء	آخِر	آخر	آخِر مَا عَمَّر الله	|xir	|xir maA Eam~ar Allh	2 aa kh i r # m aa # 3 a m m a r # 2 a l. l. a	ADJ:PHRASE	very_far	بعيد جداً	لو هو جد مابيحبِّك كا ما تْكَبَّد عناء السفر وإِجى لآخر ما عمر الله			شهد دعباس
128	ء.خ.ر		ء	آخِر	آخر	آخر المِكْثَا	|xir	|xr AlmikovaA	2 aa kh i r # 2 i l m i k th a	ADJ:PHRASE	The_harvest_season_is_about_to_be_over	عندما يوشك موسم الحصاد على الإِنتهاء	جابلنا بطيخ آخِر المِكْثا طعمه طلع بيخزي. بندقش بالمرة!			شهد دعباس
129	ء.خ.ر		ء	آخْرِة	آخرة	رجل بَالدنيَا ورجل بَالآخْرِة	|xorip	rjl baAldnyaA wrjl baAl|xorip	r i J i l # b i d d i n y aa w # r i J i l # b i l 2 aa kh r e	NOUN:PHRASE	It_is_an_idiomatic_expression_that_means_that_sb_is_very_old		ختيار كبير عَحافَّة قَبْرُه رِجِل بالدُّنيا ورِجِل بالآخرة شو بده بالنسوان آخر هالعمر؟			شهد دعباس
130	ء.خ.ر		ء	أَخِير	أخير	عَالأَخِير	>axiyr	EaAl>axiyr	3 a l 2 a kh ii r	ADJ_NUM:PHRASE	To_the_max	لأقصى درجة	كان مطربِش عالأخير			شهد دعباس
131	ء.خ.ر		ء	آخِر	آخر	آخِر طَرْز	|xir	|xir Taroz	2 aa kh i r # t. a r z	ADJ:PHRASE	it_is_an_ideomatic_expression_that_means_"wearing_the_latest_fashion_clothes"	أحدث صيحة	لو شفته يا زلمة بقى لابسلك اخر طرز و محداش قده.		الضفة الغربية	عمر سعدي
132	ء.خ.ر		ء	أَخَّر	أخر	أَخِّر	>ax~ar	>ax~ir	2 a kh kh i r	VERB:C	delay_[auto]		أخِّر طلعتك لل6 بلكي بتلاقيه فيه مواصلات سالكة			شهد دعباس
133	ء.خ.ر		ء	اِسْتَأْخَر	استأخر	اِسْتَأْخِر	Aisota>oxar	Aisota>oxir	2 i s t a 2 kh i r	VERB:C	wait_sth_for_a_long_time_but_it_did_not_occur_[auto]					شهد دعباس
134	ء.خ.ر		ء	مِتْأَخِّر	متأخر	مِتْأَخِّر	mito>ax~ir	mito>ax~ir	m i t 2 a kh kh i r	ADJ:MS	latecomer;late	مُتَأخِّر	أنت دايماً بتيجي مِتْأَخِّر. شو اللي فارق عليك؟			شهد دعباس
135	ء.خ.ر		ء	تْأَخَّر	تأخر	اِتْأَخَّر	to>ax~ar	Aito>ax~ar	2 i t a 2 a kh kh a r	VERB:C	be_delayed;be_postponed;come_late					شهد دعباس
136	ء.خ.ر		ء	تْأَخَّر	تأخر	يِتْأَخَّر	to>ax~ar	yito>ax~ar	y i t a 2 a kh kh a r	VERB:I	be_delayed;be_postponed;come_late_[auto]					شهد دعباس
137	ء.خ.ر		ء	تْأَخَّر	تأخر	تْأَخَّر	to>ax~ar	to>ax~ar	t a 2 a kh kh a r	VERB:P	be_delayed;be_postponed					شهد دعباس
138	ء.خ.ر		ء	أَخَّر	أخر	يؤخِّر	>ax~ar	y&x~ir	y 2 a kh kh i r	VERB:I	delay	يُؤخِّر				شهد دعباس
139	ء.خ.ر		ء	اِسْتَأْخَر	استأخر	يِسْتَأْخِر	Aisota>oxar	yisota>oxir	y i s t a 2 kh i r	VERB:I	wait_sth_for_a_long_time_but_it_did_not_occur	ينتظر شيء لوقت طويل				شهد دعباس
140	ء.خ.ر		ء	أَخَّر	أخر	أَخَّر	>ax~ar	>ax~ar	2 a kh kh a r	VERB:P	delay_[auto]		هو أَخَّر الشروة عبين ما ضبطت أموره			شهد دعباس
141	ء.خ.ر		ء	اِسْتَأْخَر	استأخر	اِسْتَأْخَر	Aisota>oxar	Aisota>oxar	2 i s t a 2 kh a r	VERB:P	wait_sth_for_a_long_time_but_it_did_not_occur_[auto]		لما اِسْتأخَرته رنيت عليه عشان مش معقول لهلا وهو مش جاي			شهد دعباس
142	ء.خ.ر		ء	وَخَّر	وخر	وَخِّر	wax~ar	wax~ir	w a kh kh i r	VERB:C	delay		وَخِّر الطلعة عبين ماتصير الدنيا براد			شهد دعباس
143	ء.خ.ر		ء	وَخَّر	وخر	يوَخِّر	wax~ar	ywax~ir	y w a kh kh i r	VERB:I	delay					شهد دعباس
144	ء.خ.ر		ء	وَخَّر	وخر	وَخَّر	wax~ar	wax~ar	w a kh kh a r	VERB:P	delay					شهد دعباس
145	NTWS	ء.خ.ص	ء	إِخْص	إخص	إِخْص	<ixoS	<ixoS	2 i kh s.	VERB_NOM	shame_on_sb!					شهد دعباس
146	NTWS	ء.خ.ص	ء	إِخْص	إخص	إِخْص عَليك	<ixoS	<ixoS Ealyk	2 i kh s. # 3 a l ee k	VERB_NOM:PHRASE	shame_on_you!		إِخص عليك بس! هيك بتغدر فينا!			شهد دعباس
147	NTWS	ء.خ.ص	ء	إِخْص	إخص	بُوز الإِخْص	<ixoS	buwz Al<ixoS	b uu z i l # 2 i kh s.	VERB_NOM:PHRASE	Jinx	الشخص الجالب للنحس				عمر سعدي
148	NTWS	ء.خ.ط.ب.ط	ء	أُخْطُبُوط	أخطبوط	أُخْطُبُوط	>uxoTubuwT	>uxoTubuwT	2 u kh t. u b uu t.	ADJ:MS	high-handed;tycoon		أبوه كان أُخْطُبُوط بالبلد اله نص شركات الاتصالات			شهد دعباس
149	NTWS	ء.خ.ط.ب.ط	ء	أُخْطُبُوط	أخطبوط	أُخْطُبُوط	>uxoTubuwT	>uxoTubuwT	2 u kh t. u b uu t.	NOUN:MS	octopus	أُخْطُبُوط	حدا بيشرب شوربة الأُخْطُبُوط هيك عادي. 			شهد دعباس
150	ء.خ.و		ء	أُخُت	أخت	إِخْوَات	>uxut	<ixowaAt	2 i kh w aa t	NOUN:FP	sister_[auto]		إِخواتي بقين ضد حفلة الحنة بعرفش ليش. بيقولن مصاريف عالفاضي.			شهد دعباس
151	ء.خ.و		ء	أُخُت	أخت	أُخُت	>uxut	>uxut	2 u kh u t	NOUN:FS	sister	أُخْت	مش أُخُتها عايشة كانت ملقحة بالمستشفى من شي يومين			شهد دعباس
152	ء.خ.و		ء	أُخُت	أخت	يَخْتِي	>uxut	yaxotiy	y a kh t i	NOUN:PHRASE	it_is_an_expression_that_is_used_in_a_vocative_way_that_either_means_"sb's_sister"_or_a_cordial_term_of_address_to_any_other_female		يَخْتي من وين بيجيبوا هالكلام؟			شهد دعباس
153	ء.خ.و		ء	أُخُت	أخت	خِيتِي	>uxut	xiytiy	kh a y t i	NOUN:PHRASE	it_is_an_expression_that_is_used_in_a_vocative_way_that_either_means_"sb's_sister"_or_a_cordial_term_of_address_to_any_other_female		يا خَيتِي والله بلالِك هالشغلة كلها. ضَلِّك بدارك معزّزِة مكرَّمِة.			شهد دعباس
154	ء.خ.و		ء	أُخُت	أخت	خَيْتَا	>uxut	xayotaA	kh a y t a	NOUN:PHRASE	it_is_an_expression_that_is_used_in_a_vocative_way_that_either_means_"sb's_sister"_or_a_cordial_term_of_address_to_any_other_female		خَيْتا وينك لهلا؟			شهد دعباس
155	ء.خ.و		ء	أُخُت	أخت	قُنْدَرَة ولَاقَت أُخُتْهَا	>uxut	qunodarap wlaAqat >uxutohaA	k u n d a r a # w u l aa Q a t # 2 u kh u t h a	NOUN:PHRASE	birds_of_a_feather_flock_together	الطيور على أشكالها تقع	انتو كثير لابقين عبعض. سبحان الله قُنْدَرَة ولاَقَت أُخْتْها!			شهد دعباس
156	ء.خ.و		ء	أُخُت	أخت	أَخُو أُخْتُه	>uxut	>axuw >uxotuh	2 a kh o # 2 u kh t o	NOUN:PHRASE	brave	شجاع	عبد هذا زلمة جدع وأخو أخته والله بس تنتخيه بيقصرش			عمر سعدي
157	ء.خ.و		ء	أُخُت	أخت	مَا أظْرَط مِن الخَال اِلَّا إِبن أُخْتُه	>uxut	maA >ZoraT min AlxaAl Ail~aA <ibn >uxotuh	m aa # 2 a D. r a t. # m i n # 2 i l kh aa l # 2 i l l a # 2 i b i n # 2 u kh t o	NOUN:PHRASE	it_is_an_idiomatic_expression_that_means"when_a_worse_person_beacome_in_charge_insted_of_a_bad_one"	عندما يستلم القيادة من هو اسوء ممن كان قبله			جنين	عمر سعدي
158	ء.خ.و		ء	أُخُت	أخت	إِبعد أُخْتِي عني وخذ ثمرهَا مني	>uxut	<ibEd >uxotiy Eny wx* vmrhaA mny	2 i b 3 i d # 2 u kh t i # 3 a n n i # w u kh u D D # th a m a r h a # m i n n i	NOUN:PHRASE	the_farmer_should_leave_enough_space_between_the_trees_(especially_olive_trees)_because_the_grow_very_large		إِبعد أختي عني وخذ ثمرها مني	Agriculture		شهد دعباس
159	ء.خ.و		ء	مْخَاوِي	مخاوي	مْخَاوِي	moxaAwiy	moxaAwiy	m kh aa w i	ADJ:MS	possessed_by_Jinn		لايكون عماد مْخاوِي؟ بسم الله الرحمن الرحيم! عشان مش طبيعي يعرف كل هالأشياء وهو ماحدش حاكيله اشي.	Cultural		شهد دعباس
160	ء.خ.و		ء	آخ	آخ	آخ	|x	|x	2 aa kh	INTERJ	exclamation_of_exasperation					شهد دعباس
161	ء.خ.و		ء	مْخَاوَاة	مخاواة	مْخَاوَاة	moxaAwaAp	moxaAwaAp	m kh aa w aa	NOUN:FS	have_the_spirit_of_brotherhood_(usually_between_a_man_and_a_woman)		احنا اللي بيننا مْخاواة يختي بيضبطش تطلبيني لإِله			شهد دعباس
162	ء.خ.و		ء	أَخ	أخ	أَخ	>ax	>ax	2 a kh	NOUN:MS	brother	أَخ	عندي أخ مافي مثله والله الله يخليلي اياه			شهد دعباس
163	ء.خ.و		ء	أَخ	أخ	إِخْوَان	>ax	<ixowaAn	2 i kh w aa n	NOUN:P	siblings_[auto]					شهد دعباس
164	ء.خ.و		ء	أَخ	أخ	إِخْوِة	>ax	<ixowip	2 i kh w e	NOUN:P	siblings	أشِقّاء	إِنْتِ أكبر ولّا أصغر وحدة من إِخوِتك؟			شهد دعباس
165	ء.خ.و		ء	أَخُو	أخو	الكخ أَخُو الخرَا	>axuw	Alkx >axuw AlxraA	2 i l # k i kh # 2 a kh u # 2 i l kh a r a	NOUN:PHRASE	it_is_an_idiomatic_expressoin_that_means_"they_are_as_bad_as_each_other"	للدلالة على ان شيئين اسوء من بعضهما			جنين	عمر سعدي
166	ء.خ.و		ء	أَخُو	أخو	أَخُو الميت	>axuw	>axuw Almyt	2 a kh o l # m i y y e t	NOUN:PHRASE	an_idiomatic_expression_that_means_"someone_who_got_very_sick_that_he_would_not_survive"	تقال للدلالة على الشخص الذي مرض مرض عضال وشارف على الموت				عمر سعدي
167	ء.خ.و		ء	أَخُو	أخو	أَخُو أخته	>axuw	>axuw >xth	2 a kh u # 2 u kh t o	NOUN:PHRASE	brave	شجاع	ضرغام واحد جدع وأخو أخته			عمر سعدي
168	ء.خ.و		ء	خَيّ	خي	خَيّ	xay~	xay~	kh a y y	NOUN:MS	brother	أَخ	والله يا خَيّي الدنيا ماعليهاش أمان أبداََ! الأخ فش فيه خير لأخوه			شهد دعباس
169	ء.خ.و		ء	خَيّ	خي	الحَيِّة مَابِتْصِير خَيِّة	xay~	AlHay~ip maAbitoSiyr xay~ip	2 i l 7 a y y e # m aa # b i t s. ii r # kh a y y e	NOUN:PHRASE	It_is_an_idiomatic_expression_that_means_that_bad_people_will_not_change_into_good_ones	الأشخاص السيئون لا يتغيرون			الشمال	شهد دعباس
170	ء.خ.و		ء	آخَى	آخى	آخَى	|xaY	|xaY	2 aa kh a	VERB:P	fraternize_[auto]					شهد دعباس
171	ء.خ.و		ء	آخَى	آخى	يآخِي	|xaY	y|xiy	y 2 aa kh i	VERB:I	fraternize	يُؤاخي	بقى في محاولات كثير يآخوا بين المسلمين واليهود من قبل مايصير مفهوم التطبيع الجديد أصلاً			شهد دعباس
172	ء.خ.و		ء	آخَى	آخى	آخِي	|xaY	|xiy	2 aa kh i	VERB:C	fraternize_[auto]					شهد دعباس
173	ء.خ.و		ء	خَاوَى	خاوى	خَاوَى	xaAwaY	xaAwaY	kh aa w a	VERB:P	be_joined;be_accompanied;give_birth_to_a_second_baby_[auto]					شهد دعباس
174	ء.خ.و		ء	خَاوَى	خاوى	يخَاوِي	xaAwaY	yxaAwiy	y kh aa w i	VERB:I	be_joined;be_accompanied;give_birth_to_a_second_baby		بدي أخاوَي الولد			شهد دعباس
175	ء.خ.و		ء	خَاوَى	خاوى	خَاوِي	xaAwaY	xaAwiy	kh aa w i	VERB:C	be_joined;be_accompanied;give_birth_to_a_second_baby_[auto]					شهد دعباس
176	ء.خ.و		ء	مُآخَاة	مآخاة	مُآخَاة	mu|xaAp	mu|xaAp	m u 2 aa kh aa	NOUN:FS	fraternization;fraternity	مُآخاة				شهد دعباس
177	ء.خ.و		ء	أَخُو	أخو	أَخُو	>axuw	>axuw	2 a kh u	NOUN:MS	brother;the_brother_of					شهد دعباس
178	ء.د.ب		ء	مُؤَدَّب	مؤدب	مُؤَدَّب	mu&ad~ab	mu&ad~ab	m u 2 a d d a b	ADJ:MS	well-mannered	مُهَذَّب	عاد حرام ابنها مُؤدَّب كثير			شهد دعباس
179	ء.د.ب		ء	تَأْدِيبِي	تأديبي	تَأْدِيبِي	ta>odiybiy	ta>odiybiy	t a 2 d ii b i	ADJ:MS	disciplinarian	تأْدِيبِي	عملي عقاب تأْدِيبِي وحرمتي الطلعة لمدة أسبوعين			شهد دعباس
180	ء.د.ب		ء	أَدَب	أدب	أَدَب	>adab	>adab	2 a d a b	NOUN:MS	literature	أدَب	أنا دارسة أَدَب عربي بجامعة النجاح			شهد دعباس
181	ء.د.ب		ء	أَدَب	أدب	أَدَب	>adab	>adab	2 a d a b	NOUN:MS	courtesy	تَهْذِيب	الواحد بأَدَبه وأخلاقه بيوصل لقلوب الناس مش بالمصاري تبعته			شهد دعباس
182	ء.د.ب		ء	آدَاب	آداب	آدَاب	|daAb	|daAb	2 aa d aa b	NOUN:P	arts	آداب	هاي كلية الآداب ونص طلابها مش مداومين اليوم عشان الانتخابات			شهد دعباس
183	ء.د.ب		ء	أَدَبِي	أدبي	أَدَبِي	>adabiy	>adabiy	2 a d a b i	ADJ:MS	related_to_literature		ميول بنتي أَدَبِية مش علمية			شهد دعباس
184	ء.د.ب		ء	أَدَّب	أدب	أَدِّب	>ad~ab	>ad~ib	2 a d d i b	VERB:C	discipline_[auto]					شهد دعباس
185	ء.د.ب		ء	تْأَدَّب	تأدب	اِتْأَدَّب	to>ad~ab	Aito>ad~ab	2 i t 2 a d d a b	VERB:C	be_disciplined_[auto]		اتْأَدَّب مع عمَّك ياولد			شهد دعباس
186	ء.د.ب		ء	أَدَّب	أدب	يؤدِّب	>ad~ab	y&d~ib	y 2 a d d i b	VERB:I	discipline	يُهَذِّب				شهد دعباس
187	ء.د.ب		ء	تْأَدَّب	تأدب	يِتْأَدَّب	to>ad~ab	yito>ad~ab	y i t 2 a d d a b	VERB:I	be_disciplined	يَتَأدَّب				شهد دعباس
188	ء.د.ب		ء	أَدَّب	أدب	أَدَّب	>ad~ab	>ad~ab	2 a d d a b	VERB:P	discipline_[auto]		الأستاذ أدَّبُه وعلمه الصح من الغلط			شهد دعباس
189	ء.د.ب		ء	تْأَدَّب	تأدب	تْأَدَّب	to>ad~ab	to>ad~ab	t 2 a d d a b	VERB:P	be_disciplined_[auto]					شهد دعباس
190	ء.د.م		ء	آدَم	آدم	آدَم	|dam	|dam	2 aa d a m	NOUN_PROP	Adam					شهد دعباس
191	ء.د.م		ء	آدَم	آدم	بَنِي آدَم	|dam	baniy |dam	b a n i # 2 aa d a m	NOUN_PROP:PHRASE	human_being		يا بني آدم رد علي لو مرة			شهد دعباس
192	ء.د.م		ء	آدَمِي	آدمي	آدَمِي	|damiy	|damiy	2 aa d a m i	ADJ:MS	polite;decent;relating_to_humans	مهذب/خلوق	والله خليل ما شاء الله عليه آدمي و محترم وهادي#لو تروح عالمخيم وتشوف الظروف الغير آدمية اللي ساكن فيها البعض			عمر سعدي
193	ء.د.م		ء	إِدَام	إدام	إِدَام	<idaAm	<idaAm	2 i d aa m	ADJ:MS	broth	مَرَقَة	أنا بحب أعمل الزهرة عإِدام بتطلع أطيب			شهد دعباس
194	ء.د.م		ء	آدَمِي	آدمي	أَوَادِم	|damiy	>awaAdim	2 a w aa d i m	ADJ:P	polite;decent;relating_to_humans_[auto]		أهله جماعة أَوادِم ومربيين مش زي النور اللي كنت مناسبهم			شهد دعباس
195	ء.د.م		ء	آدَمِي	آدمي	أَوَادْمِيِّة	|damiy	>awaAdomiy~ip	2 a w aa d m i y y e	ADJ:P	polite;decent;relating_to_humans_[auto]					شهد دعباس
196	ء.د.ي		ء	أَدَّى	أدى	أَدَّي	>ad~aY	>ad~ay	2 a d d i	VERB:C	perform;lead_to_[auto]					شهد دعباس
197	ء.د.ي		ء	أَدَّى	أدى	يؤدِّي	>ad~aY	y&d~iy	y 2 a d d i	VERB:I	perform;lead_to	يؤدِّي	شو فايدة تغير الطريقة إِذا هيك هيك رح يؤدِّي لنفس النتيجة			شهد دعباس
198	ء.د.ي		ء	أَدَّى	أدى	أَدَّى	>ad~aY	>ad~aY	2 a d d a	VERB:P	perform;lead_to_[auto]		الحمدلله أدِّينا العمرة وهياتنا طالعين عالمدينة			شهد دعباس
199	ء.د.ي		ء	تِئْدَايِة	تئداية	تِئْدَايِة	ti}odaAyip	ti}odaAyip	t i 2 d aa y e	NOUN:FS	performing		بزورهم بس تِئْدايِة واجب			شهد دعباس
200	ء.د.ي		ء	أَدَاة	أداة	أَدَاة	>adaAp	>adaAp	2 a d aa	NOUN:MS	tool;instrument;apparatus		استخدمني كأَداة من شان يمشِّي الشغل			شهد دعباس
201	ء.د.ي		ء	أَدَاء	أداء	أَدَاء	>adaA'	>adaA'	2 a d aa 2	NOUN:MS	performance;fulfillment					شهد دعباس
202	ء.ذ.ا		ء	إِذَا	إذا	إِذَا	<i*aA	<i*aA	2 i Z a	CONJ_SUB	if_(conditional)		إِذا بتقعدش هادي فش سوق اليوم	NTWS		شهد دعباس
203	ء.ذ.ا		ء	إِذ	إذ	إِذ	<i*	<i*	2 i Z	CONJ	suddenly		كنّا ماشيين بامان الله بالسوق وإذ ابو محمد طلعلنا	NTWS		شهد دعباس
204	ء.ذ.ا		ء	إِذ	إذ	إِذاً	<i*	<i*AF	2 i Z a n	CONJ:PHRASE	so		إِذاً تقعدش تسطح راسي بشكاويك	NTWS		شهد دعباس
205	ء.ذ.ن		ء	ذَان	ذان	ذَان	*aAn	*aAn	D aa n	NOUN:FS	ear	أُذُن	مالها ذانك حمرا هيك؟ عدنه شي قرصك.			شهد دعباس
